iteration,train_loss,val_loss,lr,elapsed_s
45300,0.006396,,3.000000e-04,5728.0
45400,0.007633,,3.000000e-04,5738.0
45500,0.002499,,3.000000e-04,5748.0
45600,0.003111,,3.000000e-04,5757.9
45700,0.003581,,3.000000e-04,5767.7
45800,0.003957,,3.000000e-04,5777.7
45900,0.002786,,3.000000e-04,5787.8
46000,0.002981,,3.000000e-04,5797.8
46000,,0.004617,3.000000e-04,5823.3
46100,0.002649,,3.000000e-04,5833.2
46200,0.002853,,3.000000e-04,5842.9
46300,0.006825,,3.000000e-04,5853.0
46400,0.003797,,3.000000e-04,5863.1
46500,0.004059,,3.000000e-04,5873.1
46600,0.002676,,3.000000e-04,5883.0
46700,0.007978,,3.000000e-04,5892.9
46800,0.004939,,3.000000e-04,5903.0
46900,0.005270,,3.000000e-04,5913.1
47000,0.003588,,3.000000e-04,5923.1
47000,,0.004612,3.000000e-04,5948.6
47100,0.004288,,3.000000e-04,5958.7
47200,0.004291,,3.000000e-04,5968.7
47300,0.006021,,3.000000e-04,5978.8
47400,0.005605,,3.000000e-04,5988.7
47500,0.007514,,3.000000e-04,5998.7
47600,0.003626,,3.000000e-04,6008.6
47700,0.004324,,3.000000e-04,6018.6
47800,0.004822,,3.000000e-04,6028.7
47900,0.002822,,3.000000e-04,6038.7
48000,0.007033,,3.000000e-04,6048.8
48000,,0.004607,3.000000e-04,6074.4
48100,0.004850,,3.000000e-04,6084.3
48200,0.003514,,3.000000e-04,6094.4
48300,0.002799,,3.000000e-04,6104.5
48400,0.006242,,3.000000e-04,6114.6
48500,0.003182,,3.000000e-04,6124.5
48600,0.007359,,3.000000e-04,6134.5
48700,0.003284,,3.000000e-04,6144.4
48800,0.005083,,3.000000e-04,6154.2
48900,0.003244,,3.000000e-04,6164.2
49000,0.003494,,3.000000e-04,6174.1
49000,,0.004609,3.000000e-04,6199.6
49100,0.005036,,3.000000e-04,6209.8
49200,0.005678,,3.000000e-04,6219.5
49300,0.008573,,3.000000e-04,6229.4
49400,0.004520,,3.000000e-04,6239.4
49500,0.004693,,3.000000e-04,6249.4
49600,0.005533,,3.000000e-04,6259.4
49700,0.003501,,3.000000e-04,6269.5
49800,0.002892,,3.000000e-04,6279.3
49900,0.003960,,3.000000e-04,6289.4
50000,0.005579,,3.000000e-04,6299.3
50000,,0.004609,3.000000e-04,6324.9
50100,0.003352,,3.000000e-04,6335.4
50200,0.002659,,3.000000e-04,6345.3
50300,0.003921,,3.000000e-04,6355.7
50400,0.008553,,3.000000e-04,6365.6
50500,0.005006,,3.000000e-04,6375.6
50600,0.005243,,3.000000e-04,6385.6
50700,0.006744,,3.000000e-04,6395.5
50800,0.002757,,3.000000e-04,6405.3
50900,0.005161,,3.000000e-04,6415.4
51000,0.009801,,3.000000e-04,6425.5
51000,,0.004621,3.000000e-04,6451.1
51100,0.002874,,3.000000e-04,6461.0
51200,0.006024,,3.000000e-04,6471.0
51300,0.000872,,3.000000e-04,6480.9
51400,0.005295,,3.000000e-04,6490.8
51500,0.004955,,3.000000e-04,6500.8
51600,0.003453,,3.000000e-04,6510.8
51700,0.003577,,3.000000e-04,6520.9
51800,0.004852,,3.000000e-04,6530.9
51900,0.003245,,3.000000e-04,6540.8
52000,0.004218,,3.000000e-04,6550.9
52000,,0.004604,3.000000e-04,6576.4
52100,0.003870,,3.000000e-04,6587.0
52200,0.003165,,3.000000e-04,6597.1
52300,0.003379,,3.000000e-04,6607.3
52400,0.009734,,3.000000e-04,6617.3
52500,0.003502,,3.000000e-04,6627.3
52600,0.005968,,3.000000e-04,6637.3
52700,0.003240,,3.000000e-04,6647.3
52800,0.002505,,3.000000e-04,6657.3
52900,0.006813,,3.000000e-04,6667.1
53000,0.000807,,3.000000e-04,6677.1
53000,,0.004613,3.000000e-04,6702.5
53100,0.006334,,3.000000e-04,6712.6
53200,0.004077,,3.000000e-04,6722.5
53300,0.003203,,3.000000e-04,6732.4
53400,0.003591,,3.000000e-04,6742.3
53500,0.004144,,3.000000e-04,6752.1
53600,0.004029,,3.000000e-04,6762.5
53700,0.002770,,3.000000e-04,6772.4
53800,0.003339,,3.000000e-04,6782.2
53900,0.004704,,3.000000e-04,6792.4
54000,0.002733,,3.000000e-04,6802.4
54000,,0.004609,3.000000e-04,6827.9
54100,0.005452,,3.000000e-04,6838.0
54200,0.003693,,3.000000e-04,6848.0
54300,0.003845,,3.000000e-04,6858.0
54400,0.002836,,3.000000e-04,6868.1
54500,0.003893,,3.000000e-04,6878.0
54600,0.004327,,3.000000e-04,6888.1
54700,0.003428,,3.000000e-04,6898.2
54800,0.005114,,3.000000e-04,6908.1
54900,0.002148,,3.000000e-04,6918.2
55000,0.003550,,3.000000e-04,6928.1
55000,,0.004611,3.000000e-04,6953.8
55100,0.003529,,3.000000e-04,6964.0
55200,0.003977,,3.000000e-04,6974.5
55300,0.003042,,3.000000e-04,6984.9
55400,0.003458,,3.000000e-04,6995.0
55500,0.005506,,3.000000e-04,7005.0
55600,0.003076,,3.000000e-04,7015.1
55700,0.003654,,3.000000e-04,7025.2
55800,0.003628,,3.000000e-04,7035.4
55900,0.003081,,3.000000e-04,7045.7
56000,0.005128,,3.000000e-04,7056.0
56000,,0.004607,3.000000e-04,7082.1
56100,0.003215,,3.000000e-04,7092.3
56200,0.004477,,3.000000e-04,7102.5
56300,0.004561,,3.000000e-04,7112.7
56400,0.009393,,3.000000e-04,7122.8
56500,0.003084,,3.000000e-04,7133.1
56600,0.003277,,3.000000e-04,7143.2
56700,0.002243,,3.000000e-04,7153.3
56800,0.003928,,3.000000e-04,7163.4
56900,0.003232,,3.000000e-04,7173.7
57000,0.006191,,3.000000e-04,7184.2
57000,,0.004607,3.000000e-04,7210.2
57100,0.004538,,3.000000e-04,7220.4
57200,0.003932,,3.000000e-04,7230.6
57300,0.003926,,3.000000e-04,7240.7
57400,0.003072,,3.000000e-04,7251.0
57500,0.005321,,3.000000e-04,7261.2
57600,0.002155,,3.000000e-04,7271.5
57700,0.004257,,3.000000e-04,7281.6
57800,0.002972,,3.000000e-04,7291.8
57900,0.006418,,3.000000e-04,7301.9
