volume_id,slice_idx,sequence,group,method,q_hat,n_pixels_total,n_pixels_lesion,coverage_global,coverage_lesion,mean_width_global,mean_width_lesion,iou_topk_global,iou_topk_lesion,ulas_lesion,ulas_null_mean,ulas_z_score,mean_uncertainty,mean_error
file_brain_AXFLAIR_200_6002428,0,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,110,0.9133007526397705,0.8636363744735718,0.048089638352394104,0.06477941572666168,0.11595466434176112,0.0,0.6480510234832764,0.6147767901420593,1.2152378197598541,0.01171349361538887,0.011193964630365372
file_brain_AXFLAIR_200_6002428,1,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,132,0.917919933795929,0.8863636255264282,0.04805629700422287,0.06082979962229729,0.12688456036095522,0.0,0.6023494601249695,0.5988389253616333,0.14178274554215065,0.011705374345183372,0.011086858808994293
file_brain_AXFLAIR_200_6002428,2,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,42,0.9122363328933716,0.976190447807312,0.04552804306149483,0.07129586488008499,0.12256084192063144,0.0,0.6595445871353149,0.6265888214111328,0.708724083771521,0.011089551262557507,0.01064534392207861
file_brain_AXFLAIR_200_6002428,3,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,30,0.9174706935882568,0.9333333373069763,0.04563267529010773,0.06381794065237045,0.11498257839721254,0.0,0.705698549747467,0.6243240833282471,1.1862368282145022,0.011115036904811859,0.010455799289047718
file_brain_AXFLAIR_200_6002428,4,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,48,0.9083300828933716,0.7708333134651184,0.042533401399850845,0.058525461703538895,0.11705028908039708,0.0,0.6827446818351746,0.6169055104255676,1.4374881911045496,0.01036012638360262,0.010037214495241642
file_brain_AXFLAIR_200_6002428,5,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9051952958106995,nan,0.041974764317274094,nan,0.11949272985678365,nan,nan,nan,nan,0.010224055498838425,0.01003184076398611
file_brain_AXFLAIR_200_6002428,6,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,94,0.8974023461341858,0.8297872543334961,0.04015239328145981,0.05788460746407509,0.13727232341181697,0.0,0.6383234858512878,0.6089024543762207,1.0348607556903664,0.00978017132729292,0.009827940724790096
file_brain_AXFLAIR_200_6002428,7,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,55,0.9114550948143005,0.7454545497894287,0.04135904461145401,0.06009642034769058,0.1365149833518313,0.0,0.5949549078941345,0.5833128690719604,0.31748513142144147,0.010074079968035221,0.009764350950717926
file_brain_AXFLAIR_200_6002428,8,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9019726514816284,nan,0.038643863052129745,nan,0.13199204068096396,nan,nan,nan,nan,0.009412728250026703,0.009339955635368824
file_brain_AXFLAIR_200_6002428,9,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9119042754173279,nan,0.03809749335050583,nan,0.12527472527472527,nan,nan,nan,nan,0.00927964597940445,0.008891730569303036
file_brain_AXFLAIR_200_6002428,10,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8870605230331421,nan,0.03370298072695732,nan,0.12010500984467294,nan,nan,nan,nan,0.008209247142076492,0.008482690900564194
file_brain_AXFLAIR_200_6002428,11,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9053027629852295,nan,0.034558381885290146,nan,0.11437588420938079,nan,nan,nan,nan,0.008417600765824318,0.008239338174462318
file_brain_AXFLAIR_200_6002428,12,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9065136909484863,nan,0.03479376435279846,nan,0.1385368023126529,nan,nan,nan,nan,0.008474934846162796,0.008307153359055519
file_brain_AXFLAIR_200_6002428,13,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9125781059265137,nan,0.03408605232834816,nan,0.11486118671747414,nan,nan,nan,nan,0.008302552625536919,0.00801271665841341
file_brain_AXFLAIR_200_6002493,0,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,6104,0.8886132836341858,0.9046527147293091,0.040092941373586655,0.05472862720489502,0.12157721796276014,0.07205623901581722,0.521267294883728,0.5290443897247314,-1.6379228961758976,0.009765689261257648,0.00987645611166954
file_brain_AXFLAIR_200_6002493,1,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,7343,0.8863672018051147,0.9039902091026306,0.038876619189977646,0.053714025765657425,0.11875887687097127,0.08259587020648967,0.5327987670898438,0.5241398215293884,3.164394490142103,0.009469420649111271,0.009601494297385216
file_brain_AXFLAIR_200_6002493,2,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,7572,0.8937304615974426,0.9222134351730347,0.03907054290175438,0.05436204373836517,0.1237928007023705,0.10174418604651163,0.5223020911216736,0.5135160684585571,2.986857273299758,0.009516656398773193,0.009415765292942524
file_brain_AXFLAIR_200_6002493,3,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,8440,0.8869922161102295,0.910781979560852,0.0367429256439209,0.05313946679234505,0.1237928007023705,0.09610389610389611,0.5416611433029175,0.5321788787841797,5.1741167218579855,0.00894970539957285,0.009021018631756306
file_brain_AXFLAIR_200_6002493,4,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,8358,0.8970800638198853,0.9265374541282654,0.03789485618472099,0.05655604228377342,0.12478031634446397,0.09138381201044386,0.5613998770713806,0.5530394315719604,3.1861191488583893,0.009230287745594978,0.009055600501596928
file_brain_AXFLAIR_200_6002493,5,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,8224,0.8894433379173279,0.9028453230857849,0.036272596567869186,0.05410170182585716,0.1271326362135388,0.09454061251664447,0.5484253764152527,0.5452929735183716,0.9804359079019448,0.008835144340991974,0.008982338011264801
file_brain_AXFLAIR_200_6002493,6,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,7722,0.8963867425918579,0.9200984239578247,0.03618113324046135,0.05569706857204437,0.11352762070465419,0.07972027972027972,0.5514505505561829,0.5447777509689331,1.9600433543010432,0.008812865242362022,0.008741308003664017
file_brain_AXFLAIR_200_6002493,7,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,6960,0.8897070288658142,0.9091954231262207,0.034861572086811066,0.05456659570336342,0.12219178082191781,0.07076923076923076,0.559746265411377,0.5493742823600769,2.678516098456493,0.008491450920701027,0.008592489175498486
file_brain_AXFLAIR_200_6002493,8,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,6399,0.9088379144668579,0.9187372922897339,0.03625454753637314,0.056605346500873566,0.1265126512651265,0.0865874363327674,0.5578886270523071,0.5521530508995056,2.2407364470580893,0.00883074663579464,0.00843982957303524
file_brain_AXFLAIR_200_6002493,9,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,5313,0.9054199457168579,0.9036325812339783,0.03453928977251053,0.05326535552740097,0.13161675323240138,0.07910750507099391,0.5487272143363953,0.5425136089324951,1.631206125462847,0.008412951603531837,0.00821103248745203
file_brain_AXFLAIR_200_6002493,10,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,3864,0.9012109637260437,0.9037266969680786,0.03343316912651062,0.05631236732006073,0.1326180732219887,0.0546448087431694,0.5741444230079651,0.5705858469009399,0.7414516998800597,0.008143527433276176,0.00805611815303564
file_brain_AXFLAIR_200_6002493,11,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,2240,0.8901464939117432,0.8901785612106323,0.03092263452708721,0.05537528172135353,0.14669652855543114,0.051643192488262914,0.5910975933074951,0.5901407599449158,0.13332548652534582,0.007532020099461079,0.007736204657703638
file_brain_AXFLAIR_200_6002493,12,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8799511790275574,nan,0.0292825885117054,nan,0.15994562754870864,nan,nan,nan,nan,0.00713254464790225,0.007517596706748009
file_brain_AXFLAIR_200_6002493,13,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8688769340515137,nan,0.027141399681568146,nan,0.1540628874112476,nan,nan,nan,nan,0.006611001677811146,0.007201063446700573
file_brain_AXFLAIR_200_6002493,14,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8873046636581421,nan,0.027224738150835037,nan,0.13588463671658346,nan,nan,nan,nan,0.00663129985332489,0.006900107953697443
file_brain_AXFLAIR_200_6002493,15,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9055957198143005,nan,0.027638928964734077,nan,0.1405658275785253,nan,nan,nan,nan,0.006732187233865261,0.006600439082831144
file_brain_AXFLAIR_200_6002520,0,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,1258,0.8823144435882568,0.8759936690330505,0.041322387754917145,0.05808426812291145,0.1324928113249281,0.06779661016949153,0.6318261623382568,0.60871422290802,2.4812013145752077,0.010065154172480106,0.010523376055061817
file_brain_AXFLAIR_200_6002520,1,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,170,0.885449230670929,0.8764705657958984,0.04261168837547302,0.062314584851264954,0.1337466784765279,0.06666666666666667,0.6093680262565613,0.6325332522392273,-0.8294997917369076,0.010379198007285595,0.010805554687976837
file_brain_AXFLAIR_200_6002520,2,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8924316167831421,nan,0.04149564728140831,nan,0.13049238242437625,nan,nan,nan,nan,0.010107355192303658,0.010188844054937363
file_brain_AXFLAIR_200_6002520,3,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8904882669448853,nan,0.04052765294909477,nan,0.11998250027343323,nan,nan,nan,nan,0.00987157505005598,0.010003739967942238
file_brain_AXFLAIR_200_6002520,4,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8980566263198853,nan,0.03924760967493057,nan,0.13424900310146212,nan,nan,nan,nan,0.009559785015881062,0.009437964297831059
file_brain_AXFLAIR_200_6002520,5,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,54,0.8973144292831421,0.9444444179534912,0.04043605923652649,0.05414167046546936,0.1326180732219887,0.0,0.6398051381111145,0.6070494055747986,1.0145040574162592,0.009849264286458492,0.009727099910378456
file_brain_AXFLAIR_200_6002520,6,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.8923437595367432,nan,0.03861081600189209,nan,0.13199204068096396,nan,nan,nan,nan,0.009404678829014301,0.0094459168612957
file_brain_AXFLAIR_200_6002520,7,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9116015434265137,nan,0.04242389276623726,nan,0.13803067348299622,nan,nan,nan,nan,0.010333454236388206,0.009753161109983921
file_brain_AXFLAIR_200_6002520,8,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.901904284954071,nan,0.038957010954618454,nan,0.13588463671658346,nan,nan,nan,nan,0.00948900356888771,0.009214789606630802
file_brain_AXFLAIR_200_6002520,9,AXFLAIR,A,ScaledCP,2.0527451038360596,102400,0,0.9270605444908142,nan,0.04386134445667267,nan,0.15263394867176946,nan,nan,nan,nan,0.010683583095669746,0.009607301093637943
