iteration,train_loss,val_loss,lr,elapsed_s
58000,,0.005184,3.000000e-04,7170.4
58100,0.003138,,3.000000e-04,7180.2
58200,0.005974,,3.000000e-04,7190.0
58300,0.003399,,3.000000e-04,7199.7
58400,0.003948,,3.000000e-04,7209.4
58500,0.003835,,3.000000e-04,7219.2
58600,0.003735,,3.000000e-04,7228.8
58700,0.002962,,3.000000e-04,7238.5
58800,0.007058,,3.000000e-04,7248.3
58900,0.005048,,3.000000e-04,7258.3
59000,0.005120,,3.000000e-04,7268.0
59000,,0.005175,3.000000e-04,7293.3
59100,0.005656,,3.000000e-04,7303.5
59200,0.001634,,3.000000e-04,7313.2
59300,0.003318,,3.000000e-04,7322.8
59400,0.002873,,3.000000e-04,7332.6
59500,0.003372,,3.000000e-04,7342.5
59600,0.004486,,3.000000e-04,7352.3
59700,0.004628,,3.000000e-04,7362.0
59800,0.004120,,3.000000e-04,7371.8
59900,0.001772,,3.000000e-04,7381.6
60000,0.004053,,3.000000e-04,7391.4
60000,,0.005186,3.000000e-04,7416.8
60100,0.003969,,3.000000e-04,7426.8
60200,0.004011,,3.000000e-04,7436.5
60300,0.003484,,3.000000e-04,7446.5
60400,0.001608,,3.000000e-04,7456.3
60500,0.010064,,3.000000e-04,7466.1
60600,0.006430,,3.000000e-04,7476.0
60700,0.004931,,3.000000e-04,7485.8
60800,0.004224,,3.000000e-04,7495.5
60900,0.006708,,3.000000e-04,7505.4
61000,0.002462,,3.000000e-04,7515.2
61000,,0.005173,3.000000e-04,7540.6
61100,0.006174,,3.000000e-04,7550.7
61200,0.005445,,3.000000e-04,7560.4
61300,0.008311,,3.000000e-04,7570.2
61400,0.002595,,3.000000e-04,7579.9
61500,0.007183,,3.000000e-04,7589.5
61600,0.003054,,3.000000e-04,7599.3
61700,0.007205,,3.000000e-04,7609.0
61800,0.005074,,3.000000e-04,7618.8
61900,0.004400,,3.000000e-04,7628.8
62000,0.009390,,3.000000e-04,7638.5
62000,,0.005186,3.000000e-04,7664.1
62100,0.007198,,3.000000e-04,7673.8
62200,0.003325,,3.000000e-04,7683.7
62300,0.003775,,3.000000e-04,7693.5
62400,0.003987,,3.000000e-04,7703.2
62500,0.003749,,3.000000e-04,7713.0
62600,0.008477,,3.000000e-04,7722.8
62700,0.006991,,3.000000e-04,7732.6
62800,0.003252,,3.000000e-04,7742.3
62900,0.003774,,3.000000e-04,7752.0
63000,0.003313,,3.000000e-04,7761.9
63000,,0.005178,3.000000e-04,7787.2
63100,0.005491,,3.000000e-04,7797.0
63200,0.005839,,3.000000e-04,7806.9
63300,0.004770,,3.000000e-04,7816.6
63400,0.002727,,3.000000e-04,7826.3
63500,0.003880,,3.000000e-04,7836.0
63600,0.005249,,3.000000e-04,7845.8
63700,0.003242,,3.000000e-04,7855.9
63800,0.003474,,3.000000e-04,7865.7
63900,0.004345,,3.000000e-04,7875.3
64000,0.004075,,3.000000e-04,7885.1
64000,,0.005174,3.000000e-04,7910.6
64100,0.008053,,3.000000e-04,7920.3
64200,0.003120,,3.000000e-04,7930.0
64300,0.004052,,3.000000e-04,7939.9
64400,0.003325,,3.000000e-04,7949.9
64500,0.011647,,3.000000e-04,7959.7
64600,0.004041,,3.000000e-04,7969.6
64700,0.005580,,3.000000e-04,7979.3
64800,0.003977,,3.000000e-04,7988.9
64900,0.004729,,3.000000e-04,7998.7
65000,0.003975,,3.000000e-04,8008.5
65000,,0.005178,3.000000e-04,8034.0
65100,0.005023,,3.000000e-04,8043.7
65200,0.007607,,3.000000e-04,8053.5
65300,0.005425,,3.000000e-04,8063.3
65400,0.012085,,3.000000e-04,8073.3
65500,0.005023,,3.000000e-04,8082.8
65600,0.002956,,3.000000e-04,8092.6
65700,0.006206,,3.000000e-04,8102.5
65800,0.015080,,3.000000e-04,8112.3
65900,0.002886,,3.000000e-04,8122.3
66000,0.004485,,3.000000e-04,8132.1
66000,,0.005171,3.000000e-04,8157.7
66100,0.007121,,3.000000e-04,8168.0
66200,0.002976,,3.000000e-04,8177.7
66300,0.003084,,3.000000e-04,8187.4
66400,0.004619,,3.000000e-04,8197.1
66500,0.003316,,3.000000e-04,8206.9
66600,0.001991,,3.000000e-04,8216.4
66700,0.003027,,3.000000e-04,8226.2
66800,0.004676,,3.000000e-04,8235.9
66900,0.002818,,3.000000e-04,8245.8
67000,0.004497,,3.000000e-04,8255.9
67000,,0.005173,3.000000e-04,8281.2
67100,0.003588,,3.000000e-04,8290.9
67200,0.003930,,3.000000e-04,8300.7
67300,0.002316,,3.000000e-04,8310.4
67400,0.003692,,3.000000e-04,8320.1
67500,0.003246,,3.000000e-04,8329.9
67600,0.005021,,3.000000e-04,8339.8
67700,0.003611,,3.000000e-04,8349.7
67800,0.003744,,3.000000e-04,8359.4
67900,0.004636,,3.000000e-04,8369.2
68000,0.007327,,3.000000e-04,8378.9
68000,,0.005178,3.000000e-04,8404.3
68100,0.005561,,3.000000e-04,8414.0
68200,0.004481,,3.000000e-04,8423.8
68300,0.004989,,3.000000e-04,8433.5
68400,0.004443,,3.000000e-04,8443.1
68500,0.004730,,3.000000e-04,8453.2
68600,0.004584,,3.000000e-04,8462.8
68700,0.004329,,3.000000e-04,8472.6
68800,0.005560,,3.000000e-04,8482.4
68900,0.004739,,3.000000e-04,8492.3
69000,0.004893,,3.000000e-04,8501.9
69000,,0.005173,3.000000e-04,8527.2
69100,0.004101,,3.000000e-04,8537.0
69200,0.005715,,3.000000e-04,8546.7
69300,0.005698,,3.000000e-04,8556.4
69400,0.007401,,3.000000e-04,8566.3
69500,0.003420,,3.000000e-04,8576.0
69600,0.009583,,3.000000e-04,8585.8
69700,0.002726,,3.000000e-04,8595.7
69800,0.010071,,3.000000e-04,8605.6
69900,0.002717,,3.000000e-04,8615.3
70000,0.003543,,3.000000e-04,8625.1
70000,,0.005177,3.000000e-04,8650.5
70100,0.005709,,3.000000e-04,8660.6
70200,0.004109,,3.000000e-04,8670.3
70300,0.007093,,3.000000e-04,8680.1
70400,0.002535,,3.000000e-04,8690.1
70500,0.009879,,3.000000e-04,8699.7
70600,0.006693,,3.000000e-04,8709.5
70700,0.002843,,3.000000e-04,8719.3
70800,0.004893,,3.000000e-04,8729.0
70900,0.004018,,3.000000e-04,8738.7
71000,0.023588,,3.000000e-04,8748.5
71000,,0.005177,3.000000e-04,8773.7
71100,0.004676,,3.000000e-04,8783.6
71200,0.003572,,3.000000e-04,8793.5
71300,0.003978,,3.000000e-04,8803.3
71400,0.005264,,3.000000e-04,8813.0
71500,0.002296,,3.000000e-04,8822.7
71600,0.003772,,3.000000e-04,8832.5
71700,0.001621,,3.000000e-04,8842.2
71800,0.007169,,3.000000e-04,8852.2
71900,0.007333,,3.000000e-04,8862.0
72000,0.003145,,3.000000e-04,8871.9
72000,,0.005179,3.000000e-04,8897.4
72100,0.005432,,3.000000e-04,8907.3
72200,0.002724,,3.000000e-04,8917.0
72300,0.004507,,3.000000e-04,8926.7
72400,0.004599,,3.000000e-04,8936.6
72500,0.002956,,3.000000e-04,8946.5
72600,0.006827,,3.000000e-04,8956.3
72700,0.004384,,3.000000e-04,8966.0
72800,0.005392,,3.000000e-04,8975.6
72900,0.005205,,3.000000e-04,8985.4
73000,0.004873,,3.000000e-04,8995.3
73000,,0.005183,3.000000e-04,9020.8
73100,0.003573,,3.000000e-04,9030.5
73200,0.007689,,3.000000e-04,9040.2
73300,0.003007,,3.000000e-04,9049.8
73400,0.005757,,3.000000e-04,9059.7
73500,0.004662,,3.000000e-04,9069.4
73600,0.003314,,3.000000e-04,9079.1
73700,0.005593,,3.000000e-04,9089.1
73800,0.005201,,3.000000e-04,9098.9
73900,0.002520,,3.000000e-04,9108.7
74000,0.004644,,3.000000e-04,9118.4
74000,,0.005175,3.000000e-04,9143.9
74100,0.004502,,3.000000e-04,9153.8
74200,0.009703,,3.000000e-04,9163.8
74300,0.002377,,3.000000e-04,9173.6
74400,0.002934,,3.000000e-04,9183.3
74500,0.003575,,3.000000e-04,9193.1
74600,0.005546,,3.000000e-04,9202.9
74700,0.003072,,3.000000e-04,9212.6
74800,0.003726,,3.000000e-04,9222.4
74900,0.005964,,3.000000e-04,9232.2
75000,0.003183,,3.000000e-04,9242.0
75000,,0.005175,3.000000e-04,9267.5
75100,0.003707,,3.000000e-04,9277.3
75200,0.005541,,3.000000e-04,9287.2
75300,0.004283,,3.000000e-04,9297.1
75400,0.003945,,3.000000e-04,9306.8
75500,0.006303,,3.000000e-04,9316.4
75600,0.006904,,3.000000e-04,9326.2
75700,0.004021,,3.000000e-04,9335.9
75800,0.003541,,3.000000e-04,9345.6
75900,0.002678,,3.000000e-04,9355.3
76000,0.003506,,3.000000e-04,9365.2
76000,,0.005178,3.000000e-04,9390.6
76100,0.004113,,3.000000e-04,9400.5
76200,0.003562,,3.000000e-04,9410.2
76300,0.005118,,3.000000e-04,9420.0
76400,0.005687,,3.000000e-04,9429.6
76500,0.004090,,3.000000e-04,9439.4
76600,0.003982,,3.000000e-04,9449.1
76700,0.007263,,3.000000e-04,9459.0
76800,0.008981,,3.000000e-04,9468.7
76900,0.006172,,3.000000e-04,9478.5
77000,0.002973,,3.000000e-04,9488.1
77000,,0.005174,3.000000e-04,9513.7
77100,0.004031,,3.000000e-04,9523.8
77200,0.007698,,3.000000e-04,9533.4
77300,0.002452,,3.000000e-04,9543.1
77400,0.003524,,3.000000e-04,9552.9
77500,0.003495,,3.000000e-04,9562.6
77600,0.002762,,3.000000e-04,9572.5
77700,0.003927,,3.000000e-04,9582.3
77800,0.003341,,3.000000e-04,9592.1
77900,0.004389,,3.000000e-04,9602.0
78000,0.005029,,3.000000e-04,9612.0
78000,,0.005178,3.000000e-04,9637.3
78100,0.005404,,3.000000e-04,9647.1
78200,0.007425,,3.000000e-04,9657.0
78300,0.002681,,3.000000e-04,9666.8
78400,0.011298,,3.000000e-04,9676.6
78500,0.006229,,3.000000e-04,9686.3
78600,0.004252,,3.000000e-04,9696.1
78700,0.006697,,3.000000e-04,9705.6
78800,0.003687,,3.000000e-04,9715.3
78900,0.003484,,3.000000e-04,9724.8
79000,0.004359,,3.000000e-04,9734.5
79000,,0.005175,3.000000e-04,9759.9
79100,0.004462,,3.000000e-04,9769.7
79200,0.002801,,3.000000e-04,9779.6
79300,0.003210,,3.000000e-04,9789.5
79400,0.003017,,3.000000e-04,9799.3
79500,0.004350,,3.000000e-04,9809.0
79600,0.003869,,3.000000e-04,9818.8
79700,0.006303,,3.000000e-04,9828.7
79800,0.007070,,3.000000e-04,9838.6
79900,0.003050,,3.000000e-04,9848.4
80000,0.005458,,3.000000e-04,9858.1
80000,,0.005173,3.000000e-04,9883.6
80100,0.004782,,3.000000e-04,9893.7
80200,0.003265,,3.000000e-04,9903.4
80300,0.002766,,3.000000e-04,9913.2
80400,0.002382,,3.000000e-04,9923.2
80500,0.003732,,3.000000e-04,9933.1
80600,0.001180,,3.000000e-04,9942.9
80700,0.004067,,3.000000e-04,9952.7
80800,0.006853,,3.000000e-04,9962.3
80900,0.003869,,3.000000e-04,9972.1
81000,0.003343,,3.000000e-04,9981.9
81000,,0.005172,3.000000e-04,10007.3
81100,0.006208,,3.000000e-04,10017.1
81200,0.004315,,3.000000e-04,10027.1
81300,0.010269,,3.000000e-04,10037.0
81400,0.004417,,3.000000e-04,10046.5
81500,0.005901,,3.000000e-04,10056.1
81600,0.003682,,3.000000e-04,10066.0
81700,0.002227,,3.000000e-04,10075.8
81800,0.003014,,3.000000e-04,10085.6
81900,0.005031,,3.000000e-04,10095.3
82000,0.002728,,3.000000e-04,10104.9
82000,,0.005179,3.000000e-04,10130.3
82100,0.019853,,3.000000e-04,10140.1
82200,0.005659,,3.000000e-04,10150.0
82300,0.004993,,3.000000e-04,10159.9
82400,0.002384,,3.000000e-04,10169.7
82500,0.005545,,3.000000e-04,10179.5
82600,0.003017,,3.000000e-04,10189.2
82700,0.002361,,3.000000e-04,10199.1
82800,0.007723,,3.000000e-04,10208.9
82900,0.003640,,3.000000e-04,10218.6
83000,0.004711,,3.000000e-04,10228.2
83000,,0.005174,3.000000e-04,10253.6
83100,0.002979,,3.000000e-04,10263.4
83200,0.005905,,3.000000e-04,10273.2
83300,0.005092,,3.000000e-04,10283.0
83400,0.004682,,3.000000e-04,10292.5
83500,0.004364,,3.000000e-04,10302.2
83600,0.003742,,3.000000e-04,10312.0
83700,0.003281,,3.000000e-04,10321.8
83800,0.006344,,3.000000e-04,10331.7
83900,0.006407,,3.000000e-04,10341.6
84000,0.004550,,3.000000e-04,10351.3
84000,,0.005175,3.000000e-04,10376.8
84100,0.003905,,3.000000e-04,10386.5
84200,0.003236,,3.000000e-04,10396.4
84300,0.005590,,3.000000e-04,10406.0
84400,0.001758,,3.000000e-04,10415.8
84500,0.008241,,3.000000e-04,10425.5
84600,0.003366,,3.000000e-04,10435.3
84700,0.002697,,3.000000e-04,10445.1
84800,0.004683,,3.000000e-04,10455.0
84900,0.006658,,3.000000e-04,10464.8
85000,0.003211,,3.000000e-04,10474.6
85000,,0.005169,3.000000e-04,10500.0
85100,0.005899,,3.000000e-04,10510.2
85200,0.003890,,3.000000e-04,10520.0
85300,0.003056,,3.000000e-04,10529.8
85400,0.002879,,3.000000e-04,10539.5
85500,0.002873,,3.000000e-04,10549.4
85600,0.003541,,3.000000e-04,10559.4
85700,0.011069,,3.000000e-04,10569.2
85800,0.003087,,3.000000e-04,10578.8
85900,0.004526,,3.000000e-04,10588.8
86000,0.002768,,3.000000e-04,10598.5
86000,,0.005171,3.000000e-04,10624.0
86100,0.006711,,3.000000e-04,10633.9
86200,0.004476,,3.000000e-04,10643.8
86300,0.006363,,3.000000e-04,10653.4
86400,0.002409,,3.000000e-04,10663.3
86500,0.003299,,3.000000e-04,10672.7
86600,0.004610,,3.000000e-04,10682.7
86700,0.002975,,3.000000e-04,10692.5
86800,0.003025,,3.000000e-04,10702.2
86900,0.005021,,3.000000e-04,10711.9
87000,0.005200,,3.000000e-04,10721.5
87000,,0.005179,3.000000e-04,10747.0
87100,0.003802,,3.000000e-04,10757.0
87200,0.004649,,3.000000e-04,10766.9
87300,0.002535,,3.000000e-04,10776.8
87400,0.006422,,3.000000e-04,10786.5
87500,0.008227,,3.000000e-04,10796.4
87600,0.005682,,3.000000e-04,10806.3
87700,0.005418,,3.000000e-04,10816.2
87800,0.003958,,3.000000e-04,10826.1
87900,0.002985,,3.000000e-04,10835.8
88000,0.003432,,3.000000e-04,10845.5
88000,,0.005179,3.000000e-04,10871.1
88100,0.003017,,3.000000e-04,10881.0
88200,0.004968,,3.000000e-04,10890.9
88300,0.002901,,3.000000e-04,10900.8
88400,0.004553,,3.000000e-04,10910.7
88500,0.004291,,3.000000e-04,10920.5
88600,0.003778,,3.000000e-04,10930.1
88700,0.006481,,3.000000e-04,10939.8
88800,0.003440,,3.000000e-04,10949.5
88900,0.004090,,3.000000e-04,10959.1
89000,0.002705,,3.000000e-04,10968.8
89000,,0.005180,3.000000e-04,10994.3
89100,0.003499,,3.000000e-04,11004.0
89200,0.003671,,3.000000e-04,11013.8
89300,0.004064,,3.000000e-04,11023.5
89400,0.004483,,3.000000e-04,11033.3
89500,0.005220,,3.000000e-04,11043.1
89600,0.002080,,3.000000e-04,11052.8
89700,0.004004,,3.000000e-04,11062.6
89800,0.007372,,3.000000e-04,11072.2
89900,0.019897,,3.000000e-04,11082.2
90000,0.006752,,3.000000e-04,11091.9
90000,,0.005173,3.000000e-04,11117.5
90100,0.002060,,3.000000e-04,11127.5
90200,0.011433,,3.000000e-04,11137.3
90300,0.002660,,3.000000e-04,11147.0
90400,0.004784,,3.000000e-04,11157.2
90500,0.003933,,3.000000e-04,11167.1
90600,0.004469,,3.000000e-04,11176.9
90700,0.003043,,3.000000e-04,11186.8
90800,0.002733,,3.000000e-04,11196.6
90900,0.004540,,3.000000e-04,11206.4
91000,0.006275,,3.000000e-04,11216.3
91000,,0.005181,3.000000e-04,11241.9
91100,0.009102,,3.000000e-04,11251.6
91200,0.006113,,3.000000e-04,11261.3
91300,0.006038,,3.000000e-04,11271.0
91400,0.005717,,3.000000e-04,11280.7
91500,0.004385,,3.000000e-04,11290.5
91600,0.003315,,3.000000e-04,11300.2
91700,0.006808,,3.000000e-04,11310.0
91800,0.003154,,3.000000e-04,11319.6
91900,0.006138,,3.000000e-04,11329.3
92000,0.003740,,3.000000e-04,11339.1
92000,,0.005171,3.000000e-04,11364.6
92100,0.003043,,3.000000e-04,11374.4
92200,0.004598,,3.000000e-04,11384.0
92300,0.019460,,3.000000e-04,11393.9
92400,0.005668,,3.000000e-04,11403.6
92500,0.003565,,3.000000e-04,11413.4
92600,0.006225,,3.000000e-04,11423.1
92700,0.004049,,3.000000e-04,11433.0
92800,0.004069,,3.000000e-04,11442.9
92900,0.002888,,3.000000e-04,11452.6
93000,0.005948,,3.000000e-04,11462.3
93000,,0.005170,3.000000e-04,11487.8
93100,0.005871,,3.000000e-04,11497.6
93200,0.004484,,3.000000e-04,11507.5
93300,0.006283,,3.000000e-04,11517.3
93400,0.007028,,3.000000e-04,11527.0
93500,0.004128,,3.000000e-04,11536.9
93600,0.003177,,3.000000e-04,11546.7
93700,0.005093,,3.000000e-04,11556.6
93800,0.004944,,3.000000e-04,11566.6
93900,0.003210,,3.000000e-04,11576.4
94000,0.005173,,3.000000e-04,11586.2
94000,,0.005170,3.000000e-04,11611.6
94100,0.004028,,3.000000e-04,11621.4
94200,0.005216,,3.000000e-04,11631.1
94300,0.001542,,3.000000e-04,11640.8
94400,0.005510,,3.000000e-04,11650.8
94500,0.004268,,3.000000e-04,11660.5
94600,0.004970,,3.000000e-04,11670.3
94700,0.002969,,3.000000e-04,11680.1
94800,0.007126,,3.000000e-04,11689.9
94900,0.003414,,3.000000e-04,11699.5
95000,0.003896,,3.000000e-04,11709.4
95000,,0.005168,3.000000e-04,11734.8
95100,0.005182,,3.000000e-04,11745.0
95200,0.005517,,3.000000e-04,11754.8
95300,0.002864,,3.000000e-04,11764.6
95400,0.005113,,3.000000e-04,11774.5
95500,0.003062,,3.000000e-04,11784.4
95600,0.004023,,3.000000e-04,11794.3
95700,0.005348,,3.000000e-04,11804.2
95800,0.004459,,3.000000e-04,11814.0
95900,0.006118,,3.000000e-04,11823.7
96000,0.006256,,3.000000e-04,11833.5
96000,,0.005175,3.000000e-04,11859.0
96100,0.002347,,3.000000e-04,11868.7
96200,0.002921,,3.000000e-04,11878.4
96300,0.006977,,3.000000e-04,11888.2
96400,0.006162,,3.000000e-04,11897.8
96500,0.002950,,3.000000e-04,11907.6
96600,0.004540,,3.000000e-04,11917.2
96700,0.005401,,3.000000e-04,11927.0
96800,0.002372,,3.000000e-04,11936.7
96900,0.005454,,3.000000e-04,11946.5
97000,0.003245,,3.000000e-04,11956.3
97000,,0.005169,3.000000e-04,11981.9
97100,0.003508,,3.000000e-04,11991.8
97200,0.002064,,3.000000e-04,12001.7
97300,0.003057,,3.000000e-04,12011.4
97400,0.005522,,3.000000e-04,12021.1
97500,0.005513,,3.000000e-04,12030.9
97600,0.003535,,3.000000e-04,12040.5
97700,0.004370,,3.000000e-04,12050.1
97800,0.003471,,3.000000e-04,12059.9
97900,0.003673,,3.000000e-04,12069.7
98000,0.002226,,3.000000e-04,12079.4
98000,,0.005179,3.000000e-04,12104.9
98100,0.002897,,3.000000e-04,12115.0
98200,0.002386,,3.000000e-04,12124.6
98300,0.002769,,3.000000e-04,12134.6
98400,0.006116,,3.000000e-04,12144.4
98500,0.004547,,3.000000e-04,12154.2
98600,0.002524,,3.000000e-04,12164.0
98700,0.003211,,3.000000e-04,12173.7
98800,0.005975,,3.000000e-04,12183.5
98900,0.003105,,3.000000e-04,12193.3
99000,0.002763,,3.000000e-04,12203.1
99000,,0.005168,3.000000e-04,12228.5
99100,0.003684,,3.000000e-04,12238.6
99200,0.003254,,3.000000e-04,12248.4
99300,0.005842,,3.000000e-04,12258.2
99400,0.004306,,3.000000e-04,12268.0
99500,0.011714,,3.000000e-04,12277.7
99600,0.003832,,3.000000e-04,12287.6
99700,0.002382,,3.000000e-04,12297.3
99800,0.002911,,3.000000e-04,12307.1
99900,0.004534,,3.000000e-04,12317.0
100000,0.004216,,3.000000e-04,12326.9
100000,,0.005172,3.000000e-04,12352.3
100100,0.008336,,3.000000e-04,12362.2
100200,0.001563,,3.000000e-04,12371.9
100300,0.004907,,3.000000e-04,12381.7
100400,0.004377,,3.000000e-04,12391.5
100500,0.003671,,3.000000e-04,12401.5
100600,0.005238,,3.000000e-04,12411.2
100700,0.004843,,3.000000e-04,12421.0
100800,0.002565,,3.000000e-04,12430.9
100900,0.005747,,3.000000e-04,12440.6
101000,0.005030,,3.000000e-04,12450.2
101000,,0.005167,3.000000e-04,12475.7
101100,0.021323,,3.000000e-04,12485.9
101200,0.003964,,3.000000e-04,12495.6
101300,0.011329,,3.000000e-04,12505.5
101400,0.002566,,3.000000e-04,12515.3
101500,0.003661,,3.000000e-04,12525.0
101600,0.003490,,3.000000e-04,12534.6
101700,0.005120,,3.000000e-04,12544.5
101800,0.003276,,3.000000e-04,12554.4
101900,0.002723,,3.000000e-04,12564.0
102000,0.008142,,3.000000e-04,12573.9
102000,,0.005170,3.000000e-04,12599.3
102100,0.009066,,3.000000e-04,12609.1
102200,0.003935,,3.000000e-04,12619.1
102300,0.002327,,3.000000e-04,12628.9
102400,0.005406,,3.000000e-04,12638.6
102500,0.004711,,3.000000e-04,12648.5
102600,0.005635,,3.000000e-04,12658.1
102700,0.004933,,3.000000e-04,12667.9
102800,0.004278,,3.000000e-04,12677.6
102900,0.006717,,3.000000e-04,12687.5
103000,0.004510,,3.000000e-04,12697.2
103000,,0.005169,3.000000e-04,12722.6
103100,0.003267,,3.000000e-04,12732.5
103200,0.004468,,3.000000e-04,12742.4
103300,0.004340,,3.000000e-04,12752.2
103400,0.007823,,3.000000e-04,12762.0
103500,0.002887,,3.000000e-04,12771.6
103600,0.002229,,3.000000e-04,12781.3
103700,0.004124,,3.000000e-04,12791.2
103800,0.006812,,3.000000e-04,12801.2
103900,0.003467,,3.000000e-04,12810.9
104000,0.004782,,3.000000e-04,12820.7
104000,,0.005169,3.000000e-04,12846.2
104100,0.006274,,3.000000e-04,12855.9
104200,0.007231,,3.000000e-04,12865.7
104300,0.006943,,3.000000e-04,12875.4
104400,0.003974,,3.000000e-04,12885.0
104500,0.006326,,3.000000e-04,12894.9
104600,0.007716,,3.000000e-04,12904.8
104700,0.006628,,3.000000e-04,12914.5
104800,0.005833,,3.000000e-04,12924.2
104900,0.006291,,3.000000e-04,12934.0
105000,0.005811,,3.000000e-04,12943.7
105000,,0.005178,3.000000e-04,12969.0
105100,0.004787,,3.000000e-04,12978.9
105200,0.004239,,3.000000e-04,12988.8
105300,0.008834,,3.000000e-04,12998.6
105400,0.004050,,3.000000e-04,13008.3
105500,0.011013,,3.000000e-04,13018.0
105600,0.004655,,3.000000e-04,13028.0
105700,0.003512,,3.000000e-04,13037.6
105800,0.003014,,3.000000e-04,13047.4
105900,0.005383,,3.000000e-04,13057.2
106000,0.003412,,3.000000e-04,13066.9
106000,,0.005171,3.000000e-04,13092.2
106100,0.010359,,3.000000e-04,13102.1
106200,0.004539,,3.000000e-04,13111.7
106300,0.004839,,3.000000e-04,13121.3
106400,0.005068,,3.000000e-04,13131.0
106500,0.006996,,3.000000e-04,13140.8
106600,0.002384,,3.000000e-04,13150.6
106700,0.004453,,3.000000e-04,13160.5
106800,0.004382,,3.000000e-04,13170.2
106900,0.003708,,3.000000e-04,13180.2
107000,0.004805,,3.000000e-04,13190.0
107000,,0.005182,3.000000e-04,13215.2
107100,0.006992,,3.000000e-04,13225.0
107200,0.006401,,3.000000e-04,13235.0
107300,0.002902,,3.000000e-04,13244.6
107400,0.004861,,3.000000e-04,13254.2
107500,0.004842,,3.000000e-04,13264.0
107600,0.003902,,3.000000e-04,13273.7
107700,0.007051,,3.000000e-04,13283.5
107800,0.003371,,3.000000e-04,13293.2
107900,0.002965,,3.000000e-04,13303.2
108000,0.004122,,3.000000e-04,13313.1
108000,,0.005169,3.000000e-04,13338.4
108100,0.001372,,3.000000e-04,13348.3
108200,0.005654,,3.000000e-04,13358.1
108300,0.003312,,3.000000e-04,13367.9
108400,0.005548,,3.000000e-04,13377.7
108500,0.004179,,3.000000e-04,13387.6
108600,0.004560,,3.000000e-04,13397.4
108700,0.001933,,3.000000e-04,13406.9
108800,0.003276,,3.000000e-04,13416.5
108900,0.005936,,3.000000e-04,13426.4
109000,0.002727,,3.000000e-04,13436.1
109000,,0.005170,3.000000e-04,13461.4
109100,0.003461,,3.000000e-04,13471.3
109200,0.004602,,3.000000e-04,13481.1
109300,0.002404,,3.000000e-04,13490.8
109400,0.004193,,3.000000e-04,13500.6
109500,0.003471,,3.000000e-04,13510.2
109600,0.003627,,3.000000e-04,13519.8
109700,0.006444,,3.000000e-04,13529.6
109800,0.003321,,3.000000e-04,13539.2
109900,0.004244,,3.000000e-04,13549.1
110000,0.005438,,3.000000e-04,13558.9
110000,,0.005169,3.000000e-04,13584.3
110100,0.003977,,3.000000e-04,13594.7
110200,0.003371,,3.000000e-04,13604.5
110300,0.005403,,3.000000e-04,13614.3
110400,0.003254,,3.000000e-04,13624.0
110500,0.003415,,3.000000e-04,13634.0
110600,0.004622,,3.000000e-04,13643.7
110700,0.004372,,3.000000e-04,13653.5
110800,0.006742,,3.000000e-04,13663.3
110900,0.002686,,3.000000e-04,13673.1
111000,0.007905,,3.000000e-04,13682.9
111000,,0.005171,3.000000e-04,13708.4
111100,0.004703,,3.000000e-04,13718.4
111200,0.006579,,3.000000e-04,13728.1
111300,0.003339,,3.000000e-04,13738.0
111400,0.004142,,3.000000e-04,13747.9
111500,0.006072,,3.000000e-04,13757.6
111600,0.003666,,3.000000e-04,13767.5
111700,0.007472,,3.000000e-04,13777.3
111800,0.003965,,3.000000e-04,13787.2
111900,0.002097,,3.000000e-04,13797.0
112000,0.004873,,3.000000e-04,13806.9
112000,,0.005168,3.000000e-04,13832.4
112100,0.004099,,3.000000e-04,13842.2
112200,0.007755,,3.000000e-04,13851.7
112300,0.003823,,3.000000e-04,13861.5
112400,0.005820,,3.000000e-04,13871.1
112500,0.002808,,3.000000e-04,13880.6
112600,0.002896,,3.000000e-04,13890.4
112700,0.005040,,3.000000e-04,13900.0
112800,0.003958,,3.000000e-04,13909.9
112900,0.006993,,3.000000e-04,13919.7
113000,0.004835,,3.000000e-04,13929.3
113000,,0.005169,3.000000e-04,13954.8
113100,0.003586,,3.000000e-04,13964.4
113200,0.010245,,3.000000e-04,13974.2
113300,0.005022,,3.000000e-04,13984.1
113400,0.006029,,3.000000e-04,13993.8
113500,0.004232,,3.000000e-04,14003.8
113600,0.001984,,3.000000e-04,14013.5
113700,0.008415,,3.000000e-04,14023.4
113800,0.005760,,3.000000e-04,14033.2
113900,0.002889,,3.000000e-04,14043.3
114000,0.009251,,3.000000e-04,14053.2
114000,,0.005173,3.000000e-04,14078.5
114100,0.004701,,3.000000e-04,14088.3
114200,0.004985,,3.000000e-04,14098.1
114300,0.005830,,3.000000e-04,14107.9
114400,0.003504,,3.000000e-04,14117.7
114500,0.003749,,3.000000e-04,14127.5
114600,0.002225,,3.000000e-04,14137.3
114700,0.004060,,3.000000e-04,14147.2
114800,0.031949,,3.000000e-04,14157.1
114900,0.002390,,3.000000e-04,14166.9
115000,0.003251,,3.000000e-04,14176.9
115000,,0.005170,3.000000e-04,14202.3
115100,0.006069,,3.000000e-04,14211.9
115200,0.004511,,3.000000e-04,14221.8
115300,0.003527,,3.000000e-04,14231.5
115400,0.004180,,3.000000e-04,14241.2
115500,0.002671,,3.000000e-04,14250.8
115600,0.004129,,3.000000e-04,14260.6
115700,0.005410,,3.000000e-04,14270.3
