iteration,train_loss,val_loss,lr,elapsed_s
33400,0.000027,,3.000000e-04,3116.8
33500,0.000019,,3.000000e-04,3124.6
33600,0.000026,,3.000000e-04,3132.2
33700,0.000026,,3.000000e-04,3139.7
33800,0.000033,,3.000000e-04,3147.3
33900,0.000030,,3.000000e-04,3154.8
34000,0.000076,,3.000000e-04,3162.4
34000,,0.000055,3.000000e-04,3178.8
34100,0.000031,,3.000000e-04,3186.6
34200,0.000047,,3.000000e-04,3194.0
34300,0.000032,,3.000000e-04,3201.3
34400,0.000033,,3.000000e-04,3208.6
34500,0.000037,,3.000000e-04,3216.1
34600,0.000037,,3.000000e-04,3223.6
34700,0.000041,,3.000000e-04,3231.1
34800,0.000014,,3.000000e-04,3238.5
34900,0.000145,,3.000000e-04,3245.7
35000,0.000041,,3.000000e-04,3253.3
35000,,0.000055,3.000000e-04,3269.4
35100,0.000038,,3.000000e-04,3276.7
35200,0.000013,,3.000000e-04,3284.2
35300,0.000035,,3.000000e-04,3291.5
35400,0.000071,,3.000000e-04,3298.7
35500,0.000055,,3.000000e-04,3305.9
35600,0.000050,,3.000000e-04,3313.4
35700,0.000018,,3.000000e-04,3320.9
35800,0.000025,,3.000000e-04,3328.2
35900,0.000005,,3.000000e-04,3335.3
36000,0.000043,,3.000000e-04,3342.9
36000,,0.000055,3.000000e-04,3359.1
36100,0.000023,,3.000000e-04,3366.4
36200,0.000138,,3.000000e-04,3373.8
36300,0.000016,,3.000000e-04,3381.2
36400,0.000036,,3.000000e-04,3388.6
36500,0.000015,,3.000000e-04,3395.9
36600,0.000019,,3.000000e-04,3403.3
36700,0.000008,,3.000000e-04,3411.0
36800,0.000025,,3.000000e-04,3418.3
36900,0.000034,,3.000000e-04,3425.8
37000,0.000115,,3.000000e-04,3433.2
37000,,0.000055,3.000000e-04,3449.3
37100,0.000017,,3.000000e-04,3456.4
37200,0.000095,,3.000000e-04,3463.6
37300,0.000063,,3.000000e-04,3471.0
37400,0.000030,,3.000000e-04,3478.5
37500,0.000042,,3.000000e-04,3485.7
37600,0.000034,,3.000000e-04,3493.2
37700,0.000035,,3.000000e-04,3500.6
37800,0.000035,,3.000000e-04,3507.9
37900,0.000012,,3.000000e-04,3515.2
38000,0.000066,,3.000000e-04,3522.6
38000,,0.000056,3.000000e-04,3538.6
38100,0.000055,,3.000000e-04,3546.0
38200,0.000030,,3.000000e-04,3553.2
38300,0.000033,,3.000000e-04,3560.7
38400,0.000020,,3.000000e-04,3567.9
38500,0.000111,,3.000000e-04,3575.2
38600,0.000057,,3.000000e-04,3582.5
38700,0.000026,,3.000000e-04,3589.7
38800,0.000081,,3.000000e-04,3596.9
38900,0.000047,,3.000000e-04,3604.4
39000,0.000026,,3.000000e-04,3612.1
39000,,0.000056,3.000000e-04,3628.7
39100,0.000012,,3.000000e-04,3636.1
39200,0.000007,,3.000000e-04,3643.7
39300,0.000033,,3.000000e-04,3651.3
39400,0.000063,,3.000000e-04,3659.0
39500,0.000020,,3.000000e-04,3666.6
39600,0.000093,,3.000000e-04,3674.2
39700,0.000036,,3.000000e-04,3681.8
39800,0.000023,,3.000000e-04,3689.3
39900,0.000085,,3.000000e-04,3696.8
40000,0.000025,,3.000000e-04,3704.3
40000,,0.000055,3.000000e-04,3720.4
40100,0.000023,,3.000000e-04,3728.2
40200,0.000084,,3.000000e-04,3735.6
40300,0.000026,,3.000000e-04,3743.2
40400,0.000068,,3.000000e-04,3751.0
40500,0.000024,,3.000000e-04,3758.7
40600,0.000007,,3.000000e-04,3766.1
40700,0.000122,,3.000000e-04,3773.6
40800,0.000020,,3.000000e-04,3781.1
40900,0.000054,,3.000000e-04,3788.8
41000,0.000045,,3.000000e-04,3796.1
41000,,0.000055,3.000000e-04,3812.2
41100,0.000032,,3.000000e-04,3819.4
41200,0.000126,,3.000000e-04,3826.7
41300,0.000045,,3.000000e-04,3834.3
41400,0.000044,,3.000000e-04,3841.7
41500,0.000075,,3.000000e-04,3849.0
41600,0.000020,,3.000000e-04,3856.2
41700,0.000027,,3.000000e-04,3863.4
41800,0.000005,,3.000000e-04,3870.7
41900,0.000026,,3.000000e-04,3877.9
42000,0.000038,,3.000000e-04,3884.9
42000,,0.000055,3.000000e-04,3900.9
42100,0.000037,,3.000000e-04,3908.3
42200,0.000023,,3.000000e-04,3915.3
42300,0.000020,,3.000000e-04,3922.5
42400,0.000020,,3.000000e-04,3929.6
42500,0.000010,,3.000000e-04,3936.6
42600,0.000043,,3.000000e-04,3943.9
42700,0.000100,,3.000000e-04,3951.1
42800,0.000041,,3.000000e-04,3958.9
42900,0.000030,,3.000000e-04,3966.8
43000,0.000013,,3.000000e-04,3974.5
43000,,0.000055,3.000000e-04,3991.0
43100,0.000034,,3.000000e-04,3998.7
43200,0.000015,,3.000000e-04,4006.1
43300,0.000014,,3.000000e-04,4013.6
43400,0.000026,,3.000000e-04,4021.4
43500,0.000021,,3.000000e-04,4029.0
43600,0.000026,,3.000000e-04,4037.1
43700,0.000028,,3.000000e-04,4044.8
43800,0.000018,,3.000000e-04,4052.7
43900,0.000027,,3.000000e-04,4060.4
44000,0.000027,,3.000000e-04,4068.4
44000,,0.000054,3.000000e-04,4085.0
44100,0.000007,,3.000000e-04,4092.8
44200,0.000016,,3.000000e-04,4100.5
44300,0.000014,,3.000000e-04,4108.3
44400,0.000038,,3.000000e-04,4116.0
44500,0.000029,,3.000000e-04,4123.8
44600,0.000072,,3.000000e-04,4131.6
44700,0.000012,,3.000000e-04,4139.5
44800,0.000014,,3.000000e-04,4147.3
44900,0.000017,,3.000000e-04,4155.3
45000,0.000027,,3.000000e-04,4163.0
45000,,0.000055,3.000000e-04,4179.9
45100,0.000129,,3.000000e-04,4187.5
45200,0.000073,,3.000000e-04,4195.5
45300,0.000078,,3.000000e-04,4203.4
45400,0.000100,,3.000000e-04,4211.2
45500,0.000012,,3.000000e-04,4218.9
45600,0.000020,,3.000000e-04,4226.5
45700,0.000027,,3.000000e-04,4234.1
45800,0.000028,,3.000000e-04,4241.8
45900,0.000013,,3.000000e-04,4249.4
46000,0.000019,,3.000000e-04,4256.8
46000,,0.000055,3.000000e-04,4273.1
46100,0.000015,,3.000000e-04,4280.3
46200,0.000015,,3.000000e-04,4287.7
46300,0.000080,,3.000000e-04,4295.5
46400,0.000035,,3.000000e-04,4303.1
46500,0.000032,,3.000000e-04,4310.5
46600,0.000013,,3.000000e-04,4318.0
46700,0.000118,,3.000000e-04,4325.5
46800,0.000043,,3.000000e-04,4333.0
46900,0.000050,,3.000000e-04,4340.7
